float,datetime
600.0,2022-03-14
400.0,2022-03-17
600.0,2022-03-21
400.0,2022-03-24
600.0,2022-03-28
400.0,2022-03-31
600.0,2022-04-04
400.0,2022-04-07
600.0,2022-04-11
400.0,2022-04-14
600.0,2022-04-18
400.0,2022-04-21
600.0,2022-04-25
400.0,2022-04-28
600.0,2022-05-02
400.0,2022-05-05
600.0,2022-05-09
400.0,2022-05-12
600.0,2022-05-16
400.0,2022-05-19
600.0,2022-05-23
400.0,2022-05-26
600.0,2022-05-30
400.0,2022-06-02
600.0,2022-06-06
400.0,2022-06-09
600.0,2022-06-13
400.0,2022-06-16
600.0,2022-06-20
400.0,2022-06-23
600.0,2022-06-27
400.0,2022-06-30
600.0,2022-07-04
400.0,2022-07-07
600.0,2022-07-11
400.0,2022-07-14
600.0,2022-07-18
400.0,2022-07-21
600.0,2022-07-25
400.0,2022-07-28
600.0,2022-08-01
400.0,2022-08-04
600.0,2022-08-08
400.0,2022-08-11
600.0,2022-08-15
400.0,2022-08-18
600.0,2022-08-22
400.0,2022-08-25
600.0,2022-08-29
400.0,2022-09-01
600.0,2022-09-05
400.0,2022-09-08
600.0,2022-09-12
400.0,2022-09-15
600.0,2022-09-19
400.0,2022-09-22
600.0,2022-09-26
400.0,2022-09-29
600.0,2022-10-03
400.0,2022-10-06
600.0,2022-10-10
400.0,2022-10-13
600.0,2022-10-17
400.0,2022-10-20
600.0,2022-10-24
400.0,2022-10-27
600.0,2022-10-31
400.0,2022-11-03
600.0,2022-11-07
400.0,2022-11-10
600.0,2022-11-14
400.0,2022-11-17
600.0,2022-11-21
400.0,2022-11-24
600.0,2022-11-28
400.0,2022-12-01
600.0,2022-12-05
400.0,2022-12-08
600.0,2022-12-12
400.0,2022-12-15
600.0,2022-12-19
400.0,2022-12-22
600.0,2022-12-26
400.0,2022-12-29
600.0,2023-01-02
400.0,2023-01-05
600.0,2023-01-09
400.0,2023-01-12
600.0,2023-01-16
400.0,2023-01-19
600.0,2023-01-23
400.0,2023-01-26
600.0,2023-01-30
400.0,2023-02-02
600.0,2023-02-06
400.0,2023-02-09
600.0,2023-02-13
400.0,2023-02-16
600.0,2023-02-20
400.0,2023-02-23
600.0,2023-02-27
400.0,2023-03-02
600.0,2023-03-06
400.0,2023-03-09
600.0,2023-03-13
400.0,2023-03-16
600.0,2023-03-20
400.0,2023-03-23
600.0,2023-03-27
400.0,2023-03-30
600.0,2023-04-03
400.0,2023-04-06
600.0,2023-04-10
400.0,2023-04-13
600.0,2023-04-17
400.0,2023-04-20
600.0,2023-04-24
400.0,2023-04-27
600.0,2023-05-01
400.0,2023-05-04
600.0,2023-05-08
400.0,2023-05-11
600.0,2023-05-15
400.0,2023-05-18
600.0,2023-05-22
400.0,2023-05-25
600.0,2023-05-29
400.0,2023-06-01
600.0,2023-06-05
400.0,2023-06-08
600.0,2023-06-12
400.0,2023-06-15
600.0,2023-06-19
400.0,2023-06-22
600.0,2023-06-26
400.0,2023-06-29
600.0,2023-07-03
400.0,2023-07-06
600.0,2023-07-10
400.0,2023-07-13
600.0,2023-07-17
400.0,2023-07-20
600.0,2023-07-24
400.0,2023-07-27
600.0,2023-07-31
400.0,2023-08-03
600.0,2023-08-07
400.0,2023-08-10
600.0,2023-08-14
400.0,2023-08-17
600.0,2023-08-21
400.0,2023-08-24
600.0,2023-08-28
400.0,2023-08-31
600.0,2023-09-04
400.0,2023-09-07
600.0,2023-09-11
400.0,2023-09-14
600.0,2023-09-18
400.0,2023-09-21
600.0,2023-09-25
400.0,2023-09-28
600.0,2023-10-02
400.0,2023-10-05
600.0,2023-10-09
400.0,2023-10-12
600.0,2023-10-16
400.0,2023-10-19
600.0,2023-10-23
400.0,2023-10-26
600.0,2023-10-30
400.0,2023-11-02
600.0,2023-11-06
400.0,2023-11-09
600.0,2023-11-13
400.0,2023-11-16
600.0,2023-11-20
400.0,2023-11-23
600.0,2023-11-27
400.0,2023-11-30
600.0,2023-12-04
400.0,2023-12-07
600.0,2023-12-11
400.0,2023-12-14
600.0,2023-12-18
400.0,2023-12-21
600.0,2023-12-25
400.0,2023-12-28
600.0,2024-01-01
400.0,2024-01-04
600.0,2024-01-08
400.0,2024-01-11
600.0,2024-01-15
400.0,2024-01-18
600.0,2024-01-22
400.0,2024-01-25
600.0,2024-01-29
400.0,2024-02-01
600.0,2024-02-05
400.0,2024-02-08
600.0,2024-02-12
400.0,2024-02-15
600.0,2024-02-19
400.0,2024-02-22
600.0,2024-02-26
400.0,2024-02-29
600.0,2024-03-04
400.0,2024-03-07
600.0,2024-03-11
400.0,2024-03-14
600.0,2024-03-18
400.0,2024-03-21
600.0,2024-03-25
400.0,2024-03-28
600.0,2024-04-01
400.0,2024-04-04
600.0,2024-04-08
400.0,2024-04-11
600.0,2024-04-15
400.0,2024-04-18
600.0,2024-04-22
400.0,2024-04-25
600.0,2024-04-29
400.0,2024-05-02
600.0,2024-05-06
400.0,2024-05-09
600.0,2024-05-13
400.0,2024-05-16
600.0,2024-05-20
400.0,2024-05-23
600.0,2024-05-27
400.0,2024-05-30
600.0,2024-06-03
400.0,2024-06-06
600.0,2024-06-10
400.0,2024-06-13
600.0,2024-06-17
400.0,2024-06-20
600.0,2024-06-24
400.0,2024-06-27
600.0,2024-07-01
400.0,2024-07-04
600.0,2024-07-08
400.0,2024-07-11
600.0,2024-07-15
400.0,2024-07-18
600.0,2024-07-22
400.0,2024-07-25
600.0,2024-07-29
400.0,2024-08-01
600.0,2024-08-05
400.0,2024-08-08
600.0,2024-08-12
400.0,2024-08-15
600.0,2024-08-19
400.0,2024-08-22
600.0,2024-08-26
400.0,2024-08-29
600.0,2024-09-02
400.0,2024-09-05
600.0,2024-09-09
400.0,2024-09-12
600.0,2024-09-16
400.0,2024-09-19
600.0,2024-09-23
400.0,2024-09-26
600.0,2024-09-30
400.0,2024-10-03
600.0,2024-10-07
400.0,2024-10-10
600.0,2024-10-14
400.0,2024-10-17
600.0,2024-10-21
400.0,2024-10-24
600.0,2024-10-28
400.0,2024-10-31
600.0,2024-11-04
400.0,2024-11-07
600.0,2024-11-11
400.0,2024-11-14
600.0,2024-11-18
400.0,2024-11-21
600.0,2024-11-25
400.0,2024-11-28
600.0,2024-12-02
400.0,2024-12-05
600.0,2024-12-09
400.0,2024-12-12
600.0,2024-12-16
400.0,2024-12-19
600.0,2024-12-23
400.0,2024-12-26
600.0,2024-12-30
400.0,2025-01-02
600.0,2025-01-06
400.0,2025-01-09
600.0,2025-01-13
400.0,2025-01-16
600.0,2025-01-20
400.0,2025-01-23
600.0,2025-01-27
400.0,2025-01-30
600.0,2025-02-03
400.0,2025-02-06
600.0,2025-02-10
400.0,2025-02-13
600.0,2025-02-17
400.0,2025-02-20
600.0,2025-02-24
400.0,2025-02-27
600.0,2025-03-03
400.0,2025-03-06
600.0,2025-03-10
400.0,2025-03-13
600.0,2025-03-17
400.0,2025-03-20
600.0,2025-03-24
400.0,2025-03-27
600.0,2025-03-31
400.0,2025-04-03
600.0,2025-04-07
400.0,2025-04-10
600.0,2025-04-14
400.0,2025-04-17
600.0,2025-04-21
400.0,2025-04-24
600.0,2025-04-28
400.0,2025-05-01
600.0,2025-05-05
400.0,2025-05-08
600.0,2025-05-12
400.0,2025-05-15
600.0,2025-05-19
400.0,2025-05-22
600.0,2025-05-26
400.0,2025-05-29
600.0,2025-06-02
400.0,2025-06-05
600.0,2025-06-09
400.0,2025-06-12
600.0,2025-06-16
400.0,2025-06-19
600.0,2025-06-23
400.0,2025-06-26
600.0,2025-06-30
400.0,2025-07-03
600.0,2025-07-07
400.0,2025-07-10
600.0,2025-07-14
400.0,2025-07-17
600.0,2025-07-21
400.0,2025-07-24
600.0,2025-07-28
400.0,2025-07-31
600.0,2025-08-04
400.0,2025-08-07
600.0,2025-08-11
400.0,2025-08-14
600.0,2025-08-18
400.0,2025-08-21
600.0,2025-08-25
400.0,2025-08-28
600.0,2025-09-01
400.0,2025-09-04
600.0,2025-09-08
400.0,2025-09-11
600.0,2025-09-15
400.0,2025-09-18
600.0,2025-09-22
400.0,2025-09-25
600.0,2025-09-29
400.0,2025-10-02
600.0,2025-10-06
400.0,2025-10-09
600.0,2025-10-13
400.0,2025-10-16
600.0,2025-10-20
400.0,2025-10-23
600.0,2025-10-27
400.0,2025-10-30
600.0,2025-11-03
400.0,2025-11-06
600.0,2025-11-10
400.0,2025-11-13
600.0,2025-11-17
400.0,2025-11-20
600.0,2025-11-24
400.0,2025-11-27
600.0,2025-12-01
400.0,2025-12-04
600.0,2025-12-08
400.0,2025-12-11
600.0,2025-12-15
400.0,2025-12-18
600.0,2025-12-22
400.0,2025-12-25
600.0,2025-12-29
400.0,2026-01-01
600.0,2026-01-05
400.0,2026-01-08
600.0,2026-01-12
400.0,2026-01-15
600.0,2026-01-19
400.0,2026-01-22
600.0,2026-01-26
400.0,2026-01-29
600.0,2026-02-02
400.0,2026-02-05
600.0,2026-02-09
400.0,2026-02-12
600.0,2026-02-16
400.0,2026-02-19
600.0,2026-02-23
400.0,2026-02-26
600.0,2026-03-02
400.0,2026-03-05
600.0,2026-03-09
400.0,2026-03-12
600.0,2026-03-16
400.0,2026-03-19
600.0,2026-03-23
400.0,2026-03-26
600.0,2026-03-30
400.0,2026-04-02
600.0,2026-04-06
400.0,2026-04-09
600.0,2026-04-13
400.0,2026-04-16
600.0,2026-04-20
400.0,2026-04-23
600.0,2026-04-27
400.0,2026-04-30
600.0,2026-05-04
400.0,2026-05-07
600.0,2026-05-11
400.0,2026-05-14
600.0,2026-05-18
400.0,2026-05-21
600.0,2026-05-25
400.0,2026-05-28
600.0,2026-06-01
400.0,2026-06-04
600.0,2026-06-08
400.0,2026-06-11
600.0,2026-06-15
400.0,2026-06-18
600.0,2026-06-22
400.0,2026-06-25
600.0,2026-06-29
400.0,2026-07-02
600.0,2026-07-06
400.0,2026-07-09
600.0,2026-07-13
400.0,2026-07-16
600.0,2026-07-20
400.0,2026-07-23
600.0,2026-07-27
400.0,2026-07-30
600.0,2026-08-03
400.0,2026-08-06
600.0,2026-08-10
400.0,2026-08-13
600.0,2026-08-17
400.0,2026-08-20
600.0,2026-08-24
400.0,2026-08-27
600.0,2026-08-31
400.0,2026-09-03
600.0,2026-09-07
400.0,2026-09-10
600.0,2026-09-14
400.0,2026-09-17
600.0,2026-09-21
400.0,2026-09-24
600.0,2026-09-28
400.0,2026-10-01
600.0,2026-10-05
400.0,2026-10-08
600.0,2026-10-12
400.0,2026-10-15
600.0,2026-10-19
400.0,2026-10-22
600.0,2026-10-26
400.0,2026-10-29
600.0,2026-11-02
400.0,2026-11-05
600.0,2026-11-09
400.0,2026-11-12
600.0,2026-11-16
400.0,2026-11-19
600.0,2026-11-23
400.0,2026-11-26
600.0,2026-11-30
400.0,2026-12-03
600.0,2026-12-07
400.0,2026-12-10
600.0,2026-12-14
400.0,2026-12-17
600.0,2026-12-21
400.0,2026-12-24
600.0,2026-12-28
400.0,2026-12-31
600.0,2027-01-04
400.0,2027-01-07
600.0,2027-01-11
400.0,2027-01-14
600.0,2027-01-18
400.0,2027-01-21
600.0,2027-01-25
400.0,2027-01-28
600.0,2027-02-01
400.0,2027-02-04
600.0,2027-02-08
400.0,2027-02-11
600.0,2027-02-15
400.0,2027-02-18
600.0,2027-02-22
400.0,2027-02-25
600.0,2027-03-01
400.0,2027-03-04
600.0,2027-03-08
400.0,2027-03-11
600.0,2027-03-15
400.0,2027-03-18
600.0,2027-03-22
400.0,2027-03-25
600.0,2027-03-29
400.0,2027-04-01
600.0,2027-04-05
400.0,2027-04-08
600.0,2027-04-12
400.0,2027-04-15
600.0,2027-04-19
400.0,2027-04-22
600.0,2027-04-26
400.0,2027-04-29
600.0,2027-05-03
400.0,2027-05-06
600.0,2027-05-10
400.0,2027-05-13
600.0,2027-05-17
400.0,2027-05-20
600.0,2027-05-24
400.0,2027-05-27
600.0,2027-05-31
400.0,2027-06-03
600.0,2027-06-07
400.0,2027-06-10
600.0,2027-06-14
400.0,2027-06-17
600.0,2027-06-21
400.0,2027-06-24
600.0,2027-06-28
400.0,2027-07-01
600.0,2027-07-05
400.0,2027-07-08
600.0,2027-07-12
400.0,2027-07-15
600.0,2027-07-19
400.0,2027-07-22
600.0,2027-07-26
400.0,2027-07-29
600.0,2027-08-02
400.0,2027-08-05
600.0,2027-08-09
400.0,2027-08-12
600.0,2027-08-16
400.0,2027-08-19
600.0,2027-08-23
400.0,2027-08-26
600.0,2027-08-30
400.0,2027-09-02
600.0,2027-09-06
400.0,2027-09-09
600.0,2027-09-13
400.0,2027-09-16
600.0,2027-09-20
400.0,2027-09-23
600.0,2027-09-27
400.0,2027-09-30
600.0,2027-10-04
400.0,2027-10-07
600.0,2027-10-11
400.0,2027-10-14
600.0,2027-10-18
400.0,2027-10-21
600.0,2027-10-25
400.0,2027-10-28
600.0,2027-11-01
400.0,2027-11-04
600.0,2027-11-08
400.0,2027-11-11
600.0,2027-11-15
400.0,2027-11-18
600.0,2027-11-22
400.0,2027-11-25
600.0,2027-11-29
400.0,2027-12-02
600.0,2027-12-06
400.0,2027-12-09
600.0,2027-12-13
400.0,2027-12-16
600.0,2027-12-20
400.0,2027-12-23
600.0,2027-12-27
400.0,2027-12-30
600.0,2028-01-03
400.0,2028-01-06
600.0,2028-01-10
400.0,2028-01-13
600.0,2028-01-17
400.0,2028-01-20
600.0,2028-01-24
400.0,2028-01-27
600.0,2028-01-31
400.0,2028-02-03
600.0,2028-02-07
400.0,2028-02-10
600.0,2028-02-14
400.0,2028-02-17
600.0,2028-02-21
400.0,2028-02-24
600.0,2028-02-28
400.0,2028-03-02
600.0,2028-03-06
400.0,2028-03-09
600.0,2028-03-13
400.0,2028-03-16
600.0,2028-03-20
400.0,2028-03-23
600.0,2028-03-27
400.0,2028-03-30
600.0,2028-04-03
400.0,2028-04-06
600.0,2028-04-10
400.0,2028-04-13
600.0,2028-04-17
400.0,2028-04-20
600.0,2028-04-24
400.0,2028-04-27
600.0,2028-05-01
400.0,2028-05-04
600.0,2028-05-08
400.0,2028-05-11
600.0,2028-05-15
400.0,2028-05-18
600.0,2028-05-22
400.0,2028-05-25
600.0,2028-05-29
400.0,2028-06-01
600.0,2028-06-05
400.0,2028-06-08
600.0,2028-06-12
400.0,2028-06-15
600.0,2028-06-19
400.0,2028-06-22
600.0,2028-06-26
400.0,2028-06-29
600.0,2028-07-03
400.0,2028-07-06
600.0,2028-07-10
400.0,2028-07-13
600.0,2028-07-17
400.0,2028-07-20
600.0,2028-07-24
400.0,2028-07-27
600.0,2028-07-31
400.0,2028-08-03
600.0,2028-08-07
400.0,2028-08-10
600.0,2028-08-14
400.0,2028-08-17
600.0,2028-08-21
400.0,2028-08-24
600.0,2028-08-28
400.0,2028-08-31
600.0,2028-09-04
400.0,2028-09-07
600.0,2028-09-11
400.0,2028-09-14
600.0,2028-09-18
400.0,2028-09-21
600.0,2028-09-25
400.0,2028-09-28
600.0,2028-10-02
400.0,2028-10-05
600.0,2028-10-09
400.0,2028-10-12
600.0,2028-10-16
400.0,2028-10-19
600.0,2028-10-23
400.0,2028-10-26
600.0,2028-10-30
400.0,2028-11-02
600.0,2028-11-06
400.0,2028-11-09
600.0,2028-11-13
400.0,2028-11-16
600.0,2028-11-20
400.0,2028-11-23
600.0,2028-11-27
400.0,2028-11-30
600.0,2028-12-04
400.0,2028-12-07
600.0,2028-12-11
400.0,2028-12-14
600.0,2028-12-18
400.0,2028-12-21
600.0,2028-12-25
400.0,2028-12-28
600.0,2029-01-01
400.0,2029-01-04
600.0,2029-01-08
400.0,2029-01-11
600.0,2029-01-15
400.0,2029-01-18
600.0,2029-01-22
400.0,2029-01-25
600.0,2029-01-29
400.0,2029-02-01
600.0,2029-02-05
400.0,2029-02-08
600.0,2029-02-12
400.0,2029-02-15
600.0,2029-02-19
400.0,2029-02-22
600.0,2029-02-26
400.0,2029-03-01
600.0,2029-03-05
400.0,2029-03-08
600.0,2029-03-12
400.0,2029-03-15
600.0,2029-03-19
400.0,2029-03-22
600.0,2029-03-26
400.0,2029-03-29
600.0,2029-04-02
400.0,2029-04-05
600.0,2029-04-09
400.0,2029-04-12
600.0,2029-04-16
400.0,2029-04-19
600.0,2029-04-23
400.0,2029-04-26
600.0,2029-04-30
400.0,2029-05-03
600.0,2029-05-07
400.0,2029-05-10
600.0,2029-05-14
400.0,2029-05-17
600.0,2029-05-21
400.0,2029-05-24
600.0,2029-05-28
400.0,2029-05-31
600.0,2029-06-04
400.0,2029-06-07
600.0,2029-06-11
400.0,2029-06-14
600.0,2029-06-18
400.0,2029-06-21
600.0,2029-06-25
400.0,2029-06-28
600.0,2029-07-02
400.0,2029-07-05
600.0,2029-07-09
400.0,2029-07-12
600.0,2029-07-16
400.0,2029-07-19
600.0,2029-07-23
400.0,2029-07-26
600.0,2029-07-30
400.0,2029-08-02
600.0,2029-08-06
400.0,2029-08-09
600.0,2029-08-13
400.0,2029-08-16
600.0,2029-08-20
400.0,2029-08-23
600.0,2029-08-27
400.0,2029-08-30
600.0,2029-09-03
400.0,2029-09-06
600.0,2029-09-10
400.0,2029-09-13
600.0,2029-09-17
400.0,2029-09-20
600.0,2029-09-24
400.0,2029-09-27
600.0,2029-10-01
400.0,2029-10-04
600.0,2029-10-08
400.0,2029-10-11
600.0,2029-10-15
400.0,2029-10-18
600.0,2029-10-22
400.0,2029-10-25
600.0,2029-10-29
400.0,2029-11-01
600.0,2029-11-05
400.0,2029-11-08
600.0,2029-11-12
400.0,2029-11-15
600.0,2029-11-19
400.0,2029-11-22
600.0,2029-11-26
400.0,2029-11-29
600.0,2029-12-03
400.0,2029-12-06
600.0,2029-12-10
400.0,2029-12-13
600.0,2029-12-17
400.0,2029-12-20
600.0,2029-12-24
400.0,2029-12-27
600.0,2029-12-31
400.0,2030-01-03
600.0,2030-01-07
400.0,2030-01-10
600.0,2030-01-14
400.0,2030-01-17
600.0,2030-01-21
400.0,2030-01-24
600.0,2030-01-28
400.0,2030-01-31
600.0,2030-02-04
400.0,2030-02-07
600.0,2030-02-11
400.0,2030-02-14
600.0,2030-02-18
400.0,2030-02-21
600.0,2030-02-25
400.0,2030-02-28
600.0,2030-03-04
400.0,2030-03-07
600.0,2030-03-11
400.0,2030-03-14
600.0,2030-03-18
400.0,2030-03-21
600.0,2030-03-25
400.0,2030-03-28
600.0,2030-04-01
400.0,2030-04-04
600.0,2030-04-08
400.0,2030-04-11
600.0,2030-04-15
400.0,2030-04-18
600.0,2030-04-22
400.0,2030-04-25
600.0,2030-04-29
400.0,2030-05-02
600.0,2030-05-06
400.0,2030-05-09
600.0,2030-05-13
400.0,2030-05-16
600.0,2030-05-20
400.0,2030-05-23
600.0,2030-05-27
400.0,2030-05-30
600.0,2030-06-03
400.0,2030-06-06
600.0,2030-06-10
400.0,2030-06-13
600.0,2030-06-17
400.0,2030-06-20
600.0,2030-06-24
400.0,2030-06-27
600.0,2030-07-01
400.0,2030-07-04
600.0,2030-07-08
400.0,2030-07-11
600.0,2030-07-15
400.0,2030-07-18
600.0,2030-07-22
400.0,2030-07-25
600.0,2030-07-29
400.0,2030-08-01
600.0,2030-08-05
400.0,2030-08-08
600.0,2030-08-12
400.0,2030-08-15
600.0,2030-08-19
400.0,2030-08-22
600.0,2030-08-26
400.0,2030-08-29
600.0,2030-09-02
400.0,2030-09-05
600.0,2030-09-09
400.0,2030-09-12
600.0,2030-09-16
400.0,2030-09-19
600.0,2030-09-23
400.0,2030-09-26
600.0,2030-09-30
400.0,2030-10-03
600.0,2030-10-07
400.0,2030-10-10
600.0,2030-10-14
400.0,2030-10-17
600.0,2030-10-21
400.0,2030-10-24
600.0,2030-10-28
400.0,2030-10-31
600.0,2030-11-04
400.0,2030-11-07
600.0,2030-11-11
400.0,2030-11-14
600.0,2030-11-18
400.0,2030-11-21
600.0,2030-11-25
400.0,2030-11-28
600.0,2030-12-02
400.0,2030-12-05
600.0,2030-12-09
400.0,2030-12-12
600.0,2030-12-16
400.0,2030-12-19
600.0,2030-12-23
400.0,2030-12-26
600.0,2030-12-30
400.0,2031-01-02
600.0,2031-01-06
400.0,2031-01-09
600.0,2031-01-13
400.0,2031-01-16
600.0,2031-01-20
400.0,2031-01-23
600.0,2031-01-27
400.0,2031-01-30
600.0,2031-02-03
400.0,2031-02-06
600.0,2031-02-10
400.0,2031-02-13
600.0,2031-02-17
400.0,2031-02-20
600.0,2031-02-24
400.0,2031-02-27
600.0,2031-03-03
400.0,2031-03-06
600.0,2031-03-10
400.0,2031-03-13
600.0,2031-03-17
400.0,2031-03-20
600.0,2031-03-24
400.0,2031-03-27
600.0,2031-03-31
400.0,2031-04-03
600.0,2031-04-07
400.0,2031-04-10
600.0,2031-04-14
400.0,2031-04-17
600.0,2031-04-21
400.0,2031-04-24
600.0,2031-04-28
400.0,2031-05-01
600.0,2031-05-05
400.0,2031-05-08
600.0,2031-05-12
400.0,2031-05-15
600.0,2031-05-19
400.0,2031-05-22
600.0,2031-05-26
400.0,2031-05-29
600.0,2031-06-02
400.0,2031-06-05
600.0,2031-06-09
400.0,2031-06-12
600.0,2031-06-16
400.0,2031-06-19
600.0,2031-06-23
400.0,2031-06-26
600.0,2031-06-30
400.0,2031-07-03
600.0,2031-07-07
400.0,2031-07-10
600.0,2031-07-14
400.0,2031-07-17
600.0,2031-07-21
400.0,2031-07-24
600.0,2031-07-28
400.0,2031-07-31
600.0,2031-08-04
400.0,2031-08-07
600.0,2031-08-11
400.0,2031-08-14
600.0,2031-08-18
400.0,2031-08-21
600.0,2031-08-25
400.0,2031-08-28
600.0,2031-09-01
400.0,2031-09-04
600.0,2031-09-08
400.0,2031-09-11
600.0,2031-09-15
400.0,2031-09-18
600.0,2031-09-22
400.0,2031-09-25
600.0,2031-09-29
400.0,2031-10-02
600.0,2031-10-06
400.0,2031-10-09
600.0,2031-10-13
400.0,2031-10-16
600.0,2031-10-20
400.0,2031-10-23
600.0,2031-10-27
400.0,2031-10-30
600.0,2031-11-03
400.0,2031-11-06
600.0,2031-11-10
400.0,2031-11-13
600.0,2031-11-17
400.0,2031-11-20
600.0,2031-11-24
400.0,2031-11-27
600.0,2031-12-01
400.0,2031-12-04
600.0,2031-12-08
400.0,2031-12-11
600.0,2031-12-15
400.0,2031-12-18
600.0,2031-12-22
400.0,2031-12-25
600.0,2031-12-29
400.0,2032-01-01
600.0,2032-01-05
400.0,2032-01-08
600.0,2032-01-12
400.0,2032-01-15
600.0,2032-01-19
400.0,2032-01-22
600.0,2032-01-26
400.0,2032-01-29
600.0,2032-02-02
400.0,2032-02-05
600.0,2032-02-09
400.0,2032-02-12
600.0,2032-02-16
400.0,2032-02-19
600.0,2032-02-23
400.0,2032-02-26
600.0,2032-03-01
400.0,2032-03-04
600.0,2032-03-08
400.0,2032-03-11
600.0,2032-03-15
400.0,2032-03-18
600.0,2032-03-22
400.0,2032-03-25
600.0,2032-03-29
400.0,2032-04-01
600.0,2032-04-05
400.0,2032-04-08
600.0,2032-04-12
400.0,2032-04-15
600.0,2032-04-19
400.0,2032-04-22
600.0,2032-04-26
400.0,2032-04-29
600.0,2032-05-03
400.0,2032-05-06
600.0,2032-05-10
400.0,2032-05-13
600.0,2032-05-17
400.0,2032-05-20
600.0,2032-05-24
400.0,2032-05-27
600.0,2032-05-31
400.0,2032-06-03
600.0,2032-06-07
400.0,2032-06-10
600.0,2032-06-14
400.0,2032-06-17
600.0,2032-06-21
400.0,2032-06-24
600.0,2032-06-28
400.0,2032-07-01
600.0,2032-07-05
400.0,2032-07-08
600.0,2032-07-12
400.0,2032-07-15
600.0,2032-07-19
400.0,2032-07-22
600.0,2032-07-26
400.0,2032-07-29
600.0,2032-08-02
400.0,2032-08-05
600.0,2032-08-09
400.0,2032-08-12
600.0,2032-08-16
400.0,2032-08-19
600.0,2032-08-23
400.0,2032-08-26
600.0,2032-08-30
400.0,2032-09-02
600.0,2032-09-06
400.0,2032-09-09
600.0,2032-09-13
400.0,2032-09-16
600.0,2032-09-20
400.0,2032-09-23
600.0,2032-09-27
400.0,2032-09-30
600.0,2032-10-04
400.0,2032-10-07
600.0,2032-10-11
400.0,2032-10-14
600.0,2032-10-18
400.0,2032-10-21
600.0,2032-10-25
400.0,2032-10-28
600.0,2032-11-01
400.0,2032-11-04
600.0,2032-11-08
400.0,2032-11-11
600.0,2032-11-15
400.0,2032-11-18
600.0,2032-11-22
400.0,2032-11-25
600.0,2032-11-29
400.0,2032-12-02
600.0,2032-12-06
400.0,2032-12-09
600.0,2032-12-13
400.0,2032-12-16
600.0,2032-12-20
400.0,2032-12-23
600.0,2032-12-27
400.0,2032-12-30
600.0,2033-01-03
400.0,2033-01-06
600.0,2033-01-10
400.0,2033-01-13
600.0,2033-01-17
400.0,2033-01-20
600.0,2033-01-24
400.0,2033-01-27
600.0,2033-01-31
400.0,2033-02-03
600.0,2033-02-07
400.0,2033-02-10
600.0,2033-02-14
400.0,2033-02-17
600.0,2033-02-21
400.0,2033-02-24
600.0,2033-02-28
400.0,2033-03-03
600.0,2033-03-07
400.0,2033-03-10
600.0,2033-03-14
400.0,2033-03-17
600.0,2033-03-21
400.0,2033-03-24
600.0,2033-03-28
400.0,2033-03-31
600.0,2033-04-04
400.0,2033-04-07
600.0,2033-04-11
400.0,2033-04-14
600.0,2033-04-18
400.0,2033-04-21
600.0,2033-04-25
400.0,2033-04-28
600.0,2033-05-02
400.0,2033-05-05
600.0,2033-05-09
400.0,2033-05-12
600.0,2033-05-16
400.0,2033-05-19
600.0,2033-05-23
400.0,2033-05-26
600.0,2033-05-30
400.0,2033-06-02
600.0,2033-06-06
400.0,2033-06-09
600.0,2033-06-13
400.0,2033-06-16
600.0,2033-06-20
400.0,2033-06-23
600.0,2033-06-27
400.0,2033-06-30
600.0,2033-07-04
400.0,2033-07-07
600.0,2033-07-11
400.0,2033-07-14
600.0,2033-07-18
400.0,2033-07-21
600.0,2033-07-25
400.0,2033-07-28
600.0,2033-08-01
400.0,2033-08-04
600.0,2033-08-08
400.0,2033-08-11
600.0,2033-08-15
400.0,2033-08-18
600.0,2033-08-22
400.0,2033-08-25
600.0,2033-08-29
400.0,2033-09-01
600.0,2033-09-05
400.0,2033-09-08
600.0,2033-09-12
400.0,2033-09-15
600.0,2033-09-19
400.0,2033-09-22
600.0,2033-09-26
400.0,2033-09-29
600.0,2033-10-03
400.0,2033-10-06
600.0,2033-10-10
400.0,2033-10-13
600.0,2033-10-17
400.0,2033-10-20
600.0,2033-10-24
400.0,2033-10-27
600.0,2033-10-31
400.0,2033-11-03
600.0,2033-11-07
400.0,2033-11-10
600.0,2033-11-14
400.0,2033-11-17
600.0,2033-11-21
400.0,2033-11-24
600.0,2033-11-28
400.0,2033-12-01
600.0,2033-12-05
400.0,2033-12-08
600.0,2033-12-12
400.0,2033-12-15
600.0,2033-12-19
400.0,2033-12-22
600.0,2033-12-26
400.0,2033-12-29
600.0,2034-01-02
400.0,2034-01-05
600.0,2034-01-09
400.0,2034-01-12
600.0,2034-01-16
400.0,2034-01-19
600.0,2034-01-23
400.0,2034-01-26
600.0,2034-01-30
400.0,2034-02-02
600.0,2034-02-06
400.0,2034-02-09
600.0,2034-02-13
400.0,2034-02-16
600.0,2034-02-20
400.0,2034-02-23
600.0,2034-02-27
400.0,2034-03-02
600.0,2034-03-06
400.0,2034-03-09
600.0,2034-03-13
400.0,2034-03-16
600.0,2034-03-20
400.0,2034-03-23
600.0,2034-03-27
400.0,2034-03-30
600.0,2034-04-03
400.0,2034-04-06
600.0,2034-04-10
400.0,2034-04-13
600.0,2034-04-17
400.0,2034-04-20
600.0,2034-04-24
400.0,2034-04-27
600.0,2034-05-01
400.0,2034-05-04
600.0,2034-05-08
400.0,2034-05-11
600.0,2034-05-15
400.0,2034-05-18
